Salesman_id,Product,Quantity,Sale_Amount,SalesmanName,SalesmanCommission,Area
1,shoes,2,164, Valli,275.52,Portland
1,balloons,49,24010, Valli,40336.799999999996,Portland
1,earphone,7,1911, Valli,3210.48,Portland
1,pulse,1,250, Valli,420.0,Portland
1,copy,44,14696, Valli,24689.28,Portland
1,watch,46,5566, Valli,9350.880000000001,Portland
1,rice,20,3280, Valli,5510.400000000001,Portland
1,shoes,44,7744, Valli,13009.92,Portland
1,tshirt,48,18336, Valli,30804.48,Portland
1,pant,4,1588, Valli,2667.8399999999997,Portland
1,frames,23,6923, Valli,11630.64,Portland
1,wire,26,7670, Valli,12885.6,Portland
1,apple,6,1122, Valli,1884.96,Portland
1,rice,8,2688, Valli,4515.84,Portland
1,pipe,39,3354, Valli,5634.719999999999,Portland
1,pen,25,6975, Valli,11718.0,Portland
1,pant,15,6060, Valli,10180.8,Portland
1,tops,30,2490, Valli,4183.2,Portland
1,books,6,2400, Valli,4032.0,Portland
1,tshirt,31,9982, Valli,16769.76,Portland
1,watch,30,2580, Valli,4334.4,Portland
1,iron,30,9240, Valli,15523.199999999999,Portland
1,shirt,1,333, Valli,559.4399999999999,Portland
1,mobile,23,8901, Valli,14953.68,Portland
1,grapes,33,10263, Valli,17241.84,Portland
1,balloons,2,592, Valli,994.56,Portland
1,grapes,21,1764, Valli,2963.52,Portland
1,iron,3,318, Valli,534.24,Portland
1,slipper,14,4704, Valli,7902.72,Portland
1,toothpaste,26,6890, Valli,11575.2,Portland
1,laptop,22,7700, Valli,12936.0,Portland
1,pipe,2,924, Valli,1552.32,Portland
1,iron,48,14592, Valli,24514.56,Portland
2,copy,41,13940, Magdalena,50602.2,Kunming
2,shirt,8,1896, Magdalena,6882.48,Kunming
2,iron,18,2916, Magdalena,10585.08,Kunming
2,wire,26,9334, Magdalena,33882.42,Kunming
2,wire,8,3896, Magdalena,14142.48,Kunming
2,copy,6,354, Magdalena,1285.02,Kunming
2,pencil,23,10603, Magdalena,38488.89,Kunming
2,shirt,44,16324, Magdalena,59256.12,Kunming
2,tops,35,15785, Magdalena,57299.549999999996,Kunming
2,apple,3,651, Magdalena,2363.13,Kunming
2,copy,15,4575, Magdalena,16607.25,Kunming
2,ball,44,7260, Magdalena,26353.8,Kunming
2,copy,5,2155, Magdalena,7822.65,Kunming
2,toothpaste,36,11088, Magdalena,40249.44,Kunming
2,copy,27,6102, Magdalena,22150.26,Kunming
2,pant,42,15372, Magdalena,55800.36,Kunming
2,pipe,11,1397, Magdalena,5071.11,Kunming
2,chair,29,13543, Magdalena,49161.09,Kunming
2,books,9,4149, Magdalena,15060.87,Kunming
2,wire,33,6237, Magdalena,22640.309999999998,Kunming
2,laptop,49,23079, Magdalena,83776.77,Kunming
2,wire,22,4246, Magdalena,15412.98,Kunming
2,ball,48,3936, Magdalena,14287.68,Kunming
2,chair,1,334, Magdalena,1212.42,Kunming
2,bulb,37,6623, Magdalena,24041.49,Kunming
2,frames,49,17934, Magdalena,65100.42,Kunming
2,pulse,38,17822, Magdalena,64693.86,Kunming
2,apple,26,12272, Magdalena,44547.36,Kunming
2,mobile,46,21022, Magdalena,76309.86,Kunming
2,pipe,25,10600, Magdalena,38478.0,Kunming
2,rice,12,5748, Magdalena,20865.24,Kunming
2,plants,15,3360, Magdalena,12196.8,Kunming
2,shirt,48,9408, Magdalena,34151.04,Kunming
2,chair,29,6438, Magdalena,23369.94,Kunming
2,earphone,2,550, Magdalena,1996.5,Kunming
2,laptop,32,15712, Magdalena,57034.56,Kunming
2,ball,39,4173, Magdalena,15147.99,Kunming
2,earphone,12,4548, Magdalena,16509.24,Kunming
2,bulb,22,7656, Magdalena,27791.28,Kunming
2,earphone,6,708, Magdalena,2570.04,Kunming
2,apple,11,1716, Magdalena,6229.08,Kunming
2,tops,17,6477, Magdalena,23511.510000000002,Kunming
2,pencil,43,3182, Magdalena,11550.66,Kunming
2,tshirt,19,5415, Magdalena,19656.45,Kunming
2,chair,4,236, Magdalena,856.68,Kunming
2,grapes,37,16428, Magdalena,59633.64,Kunming
2,wire,5,755, Magdalena,2740.6499999999996,Kunming
2,iron,35,10535, Magdalena,38242.049999999996,Kunming
2,books,14,6426, Magdalena,23326.38,Kunming
2,pulse,43,6450, Magdalena,23413.5,Kunming
2,shirt,2,880, Magdalena,3194.4,Kunming
2,books,3,1299, Magdalena,4715.37,Kunming
2,balloons,18,1566, Magdalena,5684.58,Kunming
2,pen,6,2262, Magdalena,8211.060000000001,Kunming
2,watch,22,1276, Magdalena,4631.88,Kunming
2,wire,25,11950, Magdalena,43378.5,Kunming
2,mango,47,21714, Magdalena,78821.81999999999,Kunming
2,apple,13,2080, Magdalena,7550.4,Kunming
2,,22,6688, Magdalena,24277.44,Kunming
2,chair,37,11840, Magdalena,42979.2,Kunming
2,pulse,32,10144, Magdalena,36822.72,Kunming
2,rice,14,5978, Magdalena,21700.14,Kunming
2,bed,22,4246, Magdalena,15412.98,Kunming
2,laptop,44,13288, Magdalena,48235.44,Kunming
2,shoes,17,1853, Magdalena,6726.39,Kunming
2,pipe,32,12288, Magdalena,44605.44,Kunming
2,plants,26,9334, Magdalena,33882.42,Kunming
2,frames,5,545, Magdalena,1978.35,Kunming
2,toothpaste,35,7280, Magdalena,26426.399999999998,Kunming
2,bed,36,10800, Magdalena,39204.0,Kunming
2,bottle,13,6409, Magdalena,23264.67,Kunming
2,ball,45,13635, Magdalena,49495.049999999996,Kunming
2,toothpaste,3,1056, Magdalena,3833.28,Kunming
2,books,9,1512, Magdalena,5488.56,Kunming
2,bottle,13,2626, Magdalena,9532.38,Kunming
2,table,23,9867, Magdalena,35817.21,Kunming
2,pencil,22,3168, Magdalena,11499.84,Kunming
2,grapes,35,15820, Magdalena,57426.6,Kunming
2,bulb,7,952, Magdalena,3455.76,Kunming
2,pen,27,8937, Magdalena,32441.309999999998,Kunming
2,balloons,36,10224, Magdalena,37113.12,Kunming
2,copy,8,2144, Magdalena,7782.719999999999,Kunming
2,pulse,29,10353, Magdalena,37581.39,Kunming
2,pen,26,11986, Magdalena,43509.18,Kunming
2,tops,20,6100, Magdalena,22143.0,Kunming
2,wire,33,15114, Magdalena,54863.82,Kunming
2,pulse,32,7072, Magdalena,25671.36,Kunming
2,toothpaste,27,2349, Magdalena,8526.869999999999,Kunming
2,apple,27,8046, Magdalena,29206.979999999996,Kunming
2,toothpaste,18,7362, Magdalena,26724.06,Kunming
2,tops,33,7623, Magdalena,27671.489999999998,Kunming
2,earphone,14,700, Magdalena,2541.0,Kunming
2,rice,44,11660, Magdalena,42325.8,Kunming
2,copy,20,2420, Magdalena,8784.599999999999,Kunming
2,mango,1,373, Magdalena,1353.99,Kunming
2,bulb,32,5824, Magdalena,21141.12,Kunming
2,wire,20,2280, Magdalena,8276.4,Kunming
2,ball,17,3689, Magdalena,13391.07,Kunming
2,earphone,44,8316, Magdalena,30187.079999999998,Kunming
2,earphone,39,10218, Magdalena,37091.34,Kunming
2,toothpaste,9,2025, Magdalena,7350.75,Kunming
2,wire,1,176, Magdalena,638.88,Kunming
2,,1,460, Magdalena,1669.8,Kunming
2,toothpaste,31,6541, Magdalena,23743.83,Kunming
2,mango,33,12210, Magdalena,44322.299999999996,Kunming
2,pen,7,1617, Magdalena,5869.71,Kunming
2,pulse,37,13468, Magdalena,48888.840000000004,Kunming
2,tops,20,2320, Magdalena,8421.599999999999,Kunming
2,shoes,25,11350, Magdalena,41200.5,Kunming
2,rice,32,9472, Magdalena,34383.36,Kunming
2,frames,8,2856, Magdalena,10367.279999999999,Kunming
2,pen,8,2272, Magdalena,8247.36,Kunming
2,bottle,4,564, Magdalena,2047.32,Kunming
2,laptop,8,2752, Magdalena,9989.76,Kunming
2,plants,37,12210, Magdalena,44322.3,Kunming
2,frames,30,10950, Magdalena,39748.5,Kunming
2,apple,14,1274, Magdalena,4624.62,Kunming
2,mango,39,18213, Magdalena,66113.19,Kunming
2,shoes,39,15600, Magdalena,56628.0,Kunming
2,bed,8,744, Magdalena,2700.72,Kunming
2,bulb,8,3224, Magdalena,11703.119999999999,Kunming
2,shoes,26,4446, Magdalena,16138.98,Kunming
2,balloons,19,5244, Magdalena,19035.72,Kunming
2,,18,2502, Magdalena,9082.26,Kunming
2,tops,40,7400, Magdalena,26861.999999999996,Kunming
2,bed,4,1240, Magdalena,4501.2,Kunming
2,tops,23,1311, Magdalena,4758.929999999999,Kunming
2,pencil,20,5300, Magdalena,19239.0,Kunming
2,ball,23,4324, Magdalena,15696.119999999999,Kunming
2,pencil,15,6825, Magdalena,24774.749999999996,Kunming
2,bulb,19,9348, Magdalena,33933.24,Kunming
2,mobile,49,14504, Magdalena,52649.520000000004,Kunming
2,grapes,11,5357, Magdalena,19445.91,Kunming
2,iron,39,11583, Magdalena,42046.29,Kunming
2,pen,26,10504, Magdalena,38129.52,Kunming
2,pant,13,1534, Magdalena,5568.42,Kunming
2,grapes,20,6580, Magdalena,23885.399999999998,Kunming
2,bottle,43,12943, Magdalena,46983.090000000004,Kunming
2,shoes,9,2745, Magdalena,9964.35,Kunming
2,books,38,7448, Magdalena,27036.239999999998,Kunming
2,plants,26,8372, Magdalena,30390.359999999997,Kunming
2,shoes,48,18048, Magdalena,65514.240000000005,Kunming
2,iron,15,7365, Magdalena,26734.949999999997,Kunming
2,frames,48,2448, Magdalena,8886.24,Kunming
2,bulb,49,21658, Magdalena,78618.54000000001,Kunming
2,iron,42,19320, Magdalena,70131.6,Kunming
2,table,32,12608, Magdalena,45767.04,Kunming
2,toothpaste,6,1134, Magdalena,4116.42,Kunming
2,copy,42,17850, Magdalena,64795.5,Kunming
2,bed,19,9367, Magdalena,34002.21,Kunming
2,frames,14,6734, Magdalena,24444.420000000002,Kunming
2,balloons,3,1248, Magdalena,4530.24,Kunming
3,grapes,30,11250, Chere,90900.0,Christchurch
3,plants,48,12432, Chere,100450.56000000001,Christchurch
3,ball,25,3450, Chere,27876.0,Christchurch
3,pen,26,4992, Chere,40335.36,Christchurch
3,mobile,50,15250, Chere,123220.0,Christchurch
3,frames,46,10948, Chere,88459.84,Christchurch
3,books,46,6992, Chere,56495.36,Christchurch
3,pencil,8,2176, Chere,17582.08,Christchurch
3,chair,39,10140, Chere,81931.2,Christchurch
3,pencil,1,393, Chere,3175.44,Christchurch
3,iron,28,9128, Chere,73754.24,Christchurch
3,pant,11,2079, Chere,16798.32,Christchurch
3,rice,1,325, Chere,2626.0,Christchurch
3,mango,6,2868, Chere,23173.440000000002,Christchurch
3,balloons,23,3404, Chere,27504.32,Christchurch
3,earphone,9,3123, Chere,25233.84,Christchurch
3,tops,3,744, Chere,6011.52,Christchurch
3,bottle,15,4050, Chere,32724.0,Christchurch
3,ball,10,4340, Chere,35067.2,Christchurch
3,,42,19866, Chere,160517.28,Christchurch
3,slipper,35,13440, Chere,108595.20000000001,Christchurch
3,slipper,13,3484, Chere,28150.72,Christchurch
3,apple,49,6125, Chere,49490.0,Christchurch
3,apple,48,20784, Chere,167934.72,Christchurch
3,balloons,17,2669, Chere,21565.52,Christchurch
3,iron,33,9867, Chere,79725.36,Christchurch
3,pencil,5,1100, Chere,8888.0,Christchurch
3,,3,861, Chere,6956.880000000001,Christchurch
3,copy,14,6216, Chere,50225.28,Christchurch
3,apple,18,3348, Chere,27051.84,Christchurch
3,apple,15,1620, Chere,13089.6,Christchurch
3,iron,1,171, Chere,1381.68,Christchurch
3,slipper,47,17249, Chere,139371.91999999998,Christchurch
3,bed,46,21850, Chere,176548.0,Christchurch
3,pulse,4,1420, Chere,11473.6,Christchurch
3,mobile,14,1540, Chere,12443.2,Christchurch
3,pencil,43,18189, Chere,146967.12,Christchurch
3,tshirt,36,9288, Chere,75047.04,Christchurch
3,tops,48,4560, Chere,36844.8,Christchurch
3,toothpaste,12,4908, Chere,39656.64000000001,Christchurch
3,table,37,15207, Chere,122872.56,Christchurch
3,laptop,23,8786, Chere,70990.88,Christchurch
3,pipe,30,8670, Chere,70053.6,Christchurch
3,tops,15,990, Chere,7999.2,Christchurch
3,balloons,19,8569, Chere,69237.52,Christchurch
3,bulb,4,588, Chere,4751.04,Christchurch
3,pulse,37,14023, Chere,113305.84,Christchurch
3,apple,8,2640, Chere,21331.2,Christchurch
3,pant,37,17094, Chere,138119.52,Christchurch
3,pen,50,23500, Chere,189880.0,Christchurch
3,grapes,35,9310, Chere,75224.8,Christchurch
3,rice,2,580, Chere,4686.4,Christchurch
3,chair,17,7582, Chere,61262.560000000005,Christchurch
3,chair,40,18440, Chere,148995.19999999998,Christchurch
3,copy,26,10062, Chere,81300.96,Christchurch
3,wire,49,7399, Chere,59783.920000000006,Christchurch
3,,19,5472, Chere,44213.76,Christchurch
3,plants,40,13640, Chere,110211.2,Christchurch
3,grapes,45,17775, Chere,143622.0,Christchurch
3,chair,47,10998, Chere,88863.84,Christchurch
3,mango,15,1125, Chere,9090.0,Christchurch
3,wire,10,3950, Chere,31916.0,Christchurch
3,laptop,50,8550, Chere,69084.0,Christchurch
3,laptop,6,1740, Chere,14059.2,Christchurch
3,,18,5148, Chere,41595.84,Christchurch
3,tshirt,1,401, Chere,3240.08,Christchurch
3,rice,2,320, Chere,2585.6,Christchurch
3,ball,3,702, Chere,5672.160000000001,Christchurch
3,ball,50,11750, Chere,94940.0,Christchurch
3,bed,31,14942, Chere,120731.36,Christchurch
3,wire,7,2261, Chere,18268.88,Christchurch
3,shoes,33,5049, Chere,40795.92,Christchurch
3,tshirt,25,4150, Chere,33532.0,Christchurch
3,plants,32,13280, Chere,107302.4,Christchurch
3,plants,37,6771, Chere,54709.67999999999,Christchurch
3,copy,50,13850, Chere,111908.0,Christchurch
3,bottle,8,2648, Chere,21395.84,Christchurch
3,bottle,9,2718, Chere,21961.44,Christchurch
3,pant,12,4932, Chere,39850.560000000005,Christchurch
3,shoes,39,17823, Chere,144009.84,Christchurch
3,pen,38,10146, Chere,81979.68000000001,Christchurch
3,ball,47,22936, Chere,185322.88,Christchurch
3,shoes,10,2220, Chere,17937.6,Christchurch
3,bottle,17,8364, Chere,67581.12000000001,Christchurch
3,toothpaste,27,6885, Chere,55630.799999999996,Christchurch
3,frames,29,3973, Chere,32101.84,Christchurch
3,,23,6348, Chere,51291.840000000004,Christchurch
3,slipper,27,5508, Chere,44504.64,Christchurch
3,copy,11,3377, Chere,27286.16,Christchurch
3,books,37,15207, Chere,122872.56,Christchurch
3,slipper,3,270, Chere,2181.6000000000004,Christchurch
3,tops,47,3055, Chere,24684.399999999998,Christchurch
3,grapes,9,4068, Chere,32869.44,Christchurch
3,earphone,39,18057, Chere,145900.56,Christchurch
3,tshirt,18,1152, Chere,9308.16,Christchurch
3,pipe,25,1725, Chere,13938.0,Christchurch
3,,19,2356, Chere,19036.48,Christchurch
3,pant,6,2022, Chere,16337.760000000002,Christchurch
3,chair,31,8804, Chere,71136.31999999999,Christchurch
3,table,40,4160, Chere,33612.799999999996,Christchurch
3,mobile,38,16150, Chere,130492.00000000001,Christchurch
3,copy,48,11088, Chere,89591.04000000001,Christchurch
3,pant,14,6986, Chere,56446.880000000005,Christchurch
3,toothpaste,8,544, Chere,4395.52,Christchurch
3,chair,36,4464, Chere,36069.12,Christchurch
3,tshirt,36,16992, Chere,137295.36,Christchurch
3,mango,9,1764, Chere,14253.119999999999,Christchurch
3,pant,27,9342, Chere,75483.36,Christchurch
3,pant,42,10878, Chere,87894.24,Christchurch
3,tshirt,18,3348, Chere,27051.84,Christchurch
3,table,46,20746, Chere,167627.68,Christchurch
3,bulb,49,12054, Chere,97396.32,Christchurch
3,watch,38,9918, Chere,80137.44,Christchurch
3,shoes,10,820, Chere,6625.599999999999,Christchurch
3,mango,35,11165, Chere,90213.2,Christchurch
3,mango,47,18330, Chere,148106.4,Christchurch
3,pant,28,4004, Chere,32352.32,Christchurch
3,frames,36,3276, Chere,26470.079999999998,Christchurch
3,watch,37,10249, Chere,82811.92,Christchurch
3,tshirt,33,7029, Chere,56794.32,Christchurch
3,grapes,45,18540, Chere,149803.2,Christchurch
3,pipe,28,9856, Chere,79636.48000000001,Christchurch
3,table,4,1952, Chere,15772.16,Christchurch
4,balloons,6,1854, Anestassia,14646.600000000002,Phuket (city)
4,apple,26,2782, Anestassia,21977.8,Phuket (city)
4,apple,48,14496, Anestassia,114518.40000000001,Phuket (city)
4,apple,40,4320, Anestassia,34128.0,Phuket (city)
4,pulse,42,7686, Anestassia,60719.4,Phuket (city)
4,books,50,22050, Anestassia,174195.0,Phuket (city)
4,table,14,2142, Anestassia,16921.800000000003,Phuket (city)
4,shoes,8,2760, Anestassia,21804.0,Phuket (city)
4,pen,50,7800, Anestassia,61620.0,Phuket (city)
4,wire,32,12000, Anestassia,94800.0,Phuket (city)
4,books,10,3230, Anestassia,25517.0,Phuket (city)
4,mobile,18,1440, Anestassia,11376.000000000002,Phuket (city)
4,books,9,2673, Anestassia,21116.7,Phuket (city)
4,rice,36,6408, Anestassia,50623.200000000004,Phuket (city)
4,mango,44,10384, Anestassia,82033.6,Phuket (city)
4,chair,16,3920, Anestassia,30968.0,Phuket (city)
4,frames,23,10143, Anestassia,80129.70000000001,Phuket (city)
4,tops,4,1888, Anestassia,14915.2,Phuket (city)
4,chair,32,4160, Anestassia,32864.0,Phuket (city)
4,copy,19,7182, Anestassia,56737.799999999996,Phuket (city)
4,copy,7,2436, Anestassia,19244.4,Phuket (city)
4,pen,19,2451, Anestassia,19362.899999999998,Phuket (city)
4,books,34,11492, Anestassia,90786.8,Phuket (city)
4,pipe,47,16168, Anestassia,127727.2,Phuket (city)
4,wire,10,1790, Anestassia,14141.0,Phuket (city)
4,chair,33,10296, Anestassia,81338.4,Phuket (city)
4,chair,15,2775, Anestassia,21922.5,Phuket (city)
4,tops,6,516, Anestassia,4076.4000000000005,Phuket (city)
4,mango,41,3198, Anestassia,25264.200000000004,Phuket (city)
4,mobile,29,13311, Anestassia,105156.90000000001,Phuket (city)
4,frames,34,7072, Anestassia,55868.8,Phuket (city)
4,grapes,10,620, Anestassia,4898.0,Phuket (city)
4,frames,41,19188, Anestassia,151585.2,Phuket (city)
4,pipe,21,9030, Anestassia,71337.0,Phuket (city)
4,watch,23,7498, Anestassia,59234.200000000004,Phuket (city)
4,pen,49,22001, Anestassia,173807.90000000002,Phuket (city)
4,pulse,7,903, Anestassia,7133.700000000001,Phuket (city)
4,toothpaste,5,2480, Anestassia,19592.0,Phuket (city)
4,,5,1965, Anestassia,15523.5,Phuket (city)
4,shoes,27,1701, Anestassia,13437.900000000001,Phuket (city)
4,frames,49,9702, Anestassia,76645.8,Phuket (city)
4,shirt,38,12540, Anestassia,99066.0,Phuket (city)
4,bottle,13,3601, Anestassia,28447.9,Phuket (city)
4,bed,5,785, Anestassia,6201.5,Phuket (city)
4,plants,43,6450, Anestassia,50955.0,Phuket (city)
4,shoes,9,2880, Anestassia,22752.000000000004,Phuket (city)
4,,10,1640, Anestassia,12956.0,Phuket (city)
4,iron,46,7038, Anestassia,55600.200000000004,Phuket (city)
4,pencil,1,445, Anestassia,3515.5,Phuket (city)
4,toothpaste,28,4004, Anestassia,31631.600000000002,Phuket (city)
4,laptop,5,600, Anestassia,4740.0,Phuket (city)
4,,3,555, Anestassia,4384.500000000001,Phuket (city)
4,table,25,10150, Anestassia,80185.0,Phuket (city)
4,table,50,10900, Anestassia,86110.0,Phuket (city)
4,pant,11,3465, Anestassia,27373.5,Phuket (city)
4,grapes,42,5292, Anestassia,41806.8,Phuket (city)
4,tops,27,6642, Anestassia,52471.8,Phuket (city)
4,pant,34,16830, Anestassia,132957.0,Phuket (city)
4,laptop,30,14880, Anestassia,117552.0,Phuket (city)
4,pipe,46,11224, Anestassia,88669.6,Phuket (city)
4,shoes,5,1260, Anestassia,9954.0,Phuket (city)
4,table,8,2728, Anestassia,21551.2,Phuket (city)
4,pencil,22,6644, Anestassia,52487.600000000006,Phuket (city)
4,copy,2,752, Anestassia,5940.8,Phuket (city)
4,,11,1606, Anestassia,12687.400000000001,Phuket (city)
4,shirt,3,483, Anestassia,3815.7000000000003,Phuket (city)
4,pen,16,5776, Anestassia,45630.4,Phuket (city)
4,ball,34,15334, Anestassia,121138.6,Phuket (city)
4,pencil,43,15867, Anestassia,125349.3,Phuket (city)
4,wire,35,3955, Anestassia,31244.5,Phuket (city)
4,mobile,41,13448, Anestassia,106239.20000000001,Phuket (city)
4,grapes,1,62, Anestassia,489.8,Phuket (city)
4,bulb,21,9156, Anestassia,72332.40000000001,Phuket (city)
4,bed,46,5336, Anestassia,42154.4,Phuket (city)
4,balloons,21,2730, Anestassia,21567.0,Phuket (city)
4,ball,47,20821, Anestassia,164485.9,Phuket (city)
4,pant,20,6680, Anestassia,52772.0,Phuket (city)
4,pen,45,8640, Anestassia,68256.0,Phuket (city)
4,tshirt,9,2610, Anestassia,20619.000000000004,Phuket (city)
4,ball,15,6315, Anestassia,49888.5,Phuket (city)
4,iron,41,8159, Anestassia,64456.100000000006,Phuket (city)
4,books,45,9315, Anestassia,73588.5,Phuket (city)
4,mango,4,1448, Anestassia,11439.2,Phuket (city)
4,tshirt,26,2028, Anestassia,16021.2,Phuket (city)
4,frames,42,18942, Anestassia,149641.80000000002,Phuket (city)
4,slipper,36,13824, Anestassia,109209.6,Phuket (city)
4,tops,9,540, Anestassia,4266.000000000001,Phuket (city)
4,pant,3,1452, Anestassia,11470.800000000001,Phuket (city)
